tweet,favorites,retweets,user,date,hour
"RT @edison23net: moderni censura spociva v zahlceni daty, nikoliv v jejich odpirani #dataconf14",0,1,lubosbednar,22/11/2014,11
"RT @JustXsi: “Geniální taktikou moderní cenzury je, že vám neupírá přístup k informacím, naopak – zahltí vás.” @jakubmracek na #DataConf14",0,24,davidtvrdon,22/11/2014,11
"RT @JustXsi: “Geniální taktikou moderní cenzury je, že vám neupírá přístup k informacím, naopak – zahltí vás.” @jakubmracek na #DataConf14",0,24,korinektomas,22/11/2014,11
"presentace v power pointu nejsou vzdycky vyhra #dataconf14
#latex ftw",0,0,edison23net,22/11/2014,11
Něco lepšího než cenzura? Zahlcení daty. #DataConf14. Připomíná mi to film Vrtěti psem.,1,0,jankadlec_cz,22/11/2014,11
.@jakubmracek hovorí na #DataConf14 o open data a filozofuje :) prečo musíme napr. dokola vypisovať rovnaké formuláre http://t.co/yLHDxRqFoq,4,0,davidtvrdon,22/11/2014,11
"“Geniální taktikou moderní cenzury je, že vám neupírá přístup k informacím, naopak – zahltí vás.” @jakubmracek na #DataConf14",22,24,JustXsi,22/11/2014,11
"moderni censura spociva v zahlceni daty, nikoliv v jejich odpirani #dataconf14",0,1,edison23net,22/11/2014,11
RT @dataconfcz: Vypadly nám pojistky u kafe! Paniká! :)) Omlouváme se #DataConf14,0,2,h_onza,22/11/2014,11
#dataconf14 založit webovou stránku zvládne každý idiot. I já mám tu svou :-) http://t.co/Q82PJMlzf8,3,0,PavelLasak,22/11/2014,11
"RT @jakubmracek: Každá firma bude potřebovat člověka, který se jí bude starat o data. @VojtaRocek @ #DataConf14",0,2,NewtonMediaCZ,22/11/2014,11
RT @paveljasek: Kniha 'Think Stats: Pravděpodobnost a statistika pro programátory' v českém překladu a zdarma: http://t.co/jehFliiNPJ #Data…,0,12,cervenypult,22/11/2014,11
IT mokrý sen - konvergence #DataConf14 http://t.co/uZ5ZL9y7L0,0,0,vitvolsicka,22/11/2014,11
Jakub Mracek: Stat je neefektivni korporace. #DataConf14,3,0,vojtano_k,22/11/2014,11
"Vulgarismy na akademicke pude vol. II
Co na to @MichalLorenz? #dataconf14",5,0,iggythegrifter,22/11/2014,11
"#dataconf14 Proč když stát už má data, je musím ručně vyplňovat? Řidičák, atd.",1,0,PavelLasak,22/11/2014,11
Mokry sen IT. :D #DataConf14 http://t.co/FCWHjGFLPt,3,0,PetrTwo,22/11/2014,11
+4 stamina +6 energy #dataconf14 http://t.co/k08YNfeSrp,4,0,CoffeeWithMILF,22/11/2014,11
"RT @PavelLasak: #dataconf14 BigData až přestanete zvládat zapracovavat data, prostředky, které mate.",0,1,VojtaRocek,22/11/2014,11
"RT @PetrTwo: ""Big data = data, ktera uz nezvladate zpracovavat."" #DataConf14 http://t.co/DXk63k8LD1",0,3,VojtaRocek,22/11/2014,11
"RT @davidtvrdon: “Keby to fungovalo na celkom svete ako na PayPale, každému stačí e-mailová adresa,” hovorí @VojtaRocek, banky to komplikuj…",0,1,VojtaRocek,22/11/2014,11
Medical Data Transfer na #DataConf14: můj krevní tlak žeprý 110/70. Asi čas na tu rejuvenační gutkávu.,0,0,akuAtaja,22/11/2014,11
RT @kiskffmu: Svět se změnil. Cítím to ve vodě. Cítím to v půdě. Cítím to ve vzduchu. Vidím to v datech. Začíná #dataconf14! http://t.co/eM…,0,6,iVerNen,22/11/2014,11
RT @paveljasek: Kniha 'Think Stats: Pravděpodobnost a statistika pro programátory' v českém překladu a zdarma: http://t.co/jehFliiNPJ #Data…,0,12,dataconfcz,22/11/2014,11
pro @XimaraQuerida byly nejlepsi zazitek z #dataconf14 jahodove zakusky xD http://t.co/9A03BeKAQr,2,0,edison23net,22/11/2014,11
Coffee break se chýlí ke konci a @jakubmracek už je ready #DataConf14,0,0,dataconfcz,22/11/2014,11
"RT @vitvolsicka: ""Existuje spousta firem, které svá data zpracovávají špatně"" #DataConf14",0,1,jankadlec_cz,22/11/2014,11
RT @korinektomas: .@seznam_cz připravuje spolupráci s #TopGis. Na základě obrazové analýzy pak dokážou např. detekovat výmoly na silnicích.…,0,3,jankadlec_cz,22/11/2014,10
Vypadly nám pojistky u kafe! Paniká! :)) Omlouváme se #DataConf14,0,2,dataconfcz,22/11/2014,10
"RT @jakubmracek: ""@edison23net: nejdriv postavit datovou analytiku, pak az firmu."" Příkladem je @damejidlo, které nejdřív mělo nastavené me…",0,4,CoffeeWithMILF,22/11/2014,10
"RT @davidtvrdon: .@VojtaRocek: Ako robím business inteligence vo firme? Chodím za ľuďmi a pýtam sa ich, ako merajú svoj úspech (KPI) #DataC…",0,1,jankadlec_cz,22/11/2014,10
"RT @jakubmracek: ""@edison23net: nejdriv postavit datovou analytiku, pak az firmu."" Příkladem je @damejidlo, které nejdřív mělo nastavené me…",0,4,jankadlec_cz,22/11/2014,10
Proudly presenting  the czech translation of @AllenDowney's Think Stats at #dataconf14 (just went into print). http://t.co/5evKyIfzOT,8,1,endlife,22/11/2014,10
"RT @vitvolsicka: Nejdříve sebraly práci lidem parní stroje, teď ji berou ty výpočetní. A bude to jen horší #truestory #DataConf14",0,1,jankadlec_cz,22/11/2014,10
RT @paveljasek: Kniha 'Think Stats: Pravděpodobnost a statistika pro programátory' v českém překladu a zdarma: http://t.co/jehFliiNPJ #Data…,0,12,jankadlec_cz,22/11/2014,10
Kniha 'Think Stats: Pravděpodobnost a statistika pro programátory' v českém překladu a zdarma: http://t.co/jehFliiNPJ #DataConf14,31,12,paveljasek,22/11/2014,10
#dataconf14 Počet tvítu roste! #goodcafe http://t.co/mf0Q8BdmFD,1,1,RadimHampel,22/11/2014,10
"@PavelLasak a nebude nikdo, kdo napise algoritmy nove, a budeme v haji 
#dataconf14",0,0,edison23net,22/11/2014,10
RT @lubosbednar: První přednáška od @MichalBuzek a hned skvěle konkrétní #seznam #dataconf14,0,2,marekfojtl,22/11/2014,10
"Nejdříve sebraly práci lidem parní stroje, teď ji berou ty výpočetní. A bude to jen horší #truestory #DataConf14",2,1,vitvolsicka,22/11/2014,10
#dataconf14 lidi budou přicházet o práci kvůli algoritmům... Souhlasim.,0,0,PavelLasak,22/11/2014,10
@jirilangr  Zajimavy start! Uz mi jenom chybi vedouci networkingu ;-) #dataconf14 http://t.co/xzfY9iIubm,1,0,Andorina3,22/11/2014,10
@jirilangr  Zajimavy start! Uz mi jenom chybi vedouci networkingu ;-) #dataconf14 http://t.co/SffjR95nsB,0,0,Andorina3,22/11/2014,10
"RT @edison23net: ""zensky z PR nemaj asi KPI…""? chyba, mely by mit KPI s poctem nasranych zakazniku :) #dataconf14",0,1,davidtvrdon,22/11/2014,10
".@VojtaRocek: Ako robím business inteligence vo firme? Chodím za ľuďmi a pýtam sa ich, ako merajú svoj úspech (KPI) #DataConf14",1,1,davidtvrdon,22/11/2014,10
"Přijďte se za námi na #DataConf14 pobavit o tom co u nás s daty budete dělat, když budete pracovat u nás! @Intec_CZ",1,0,Intec_CZ,22/11/2014,10
"""zensky z PR nemaj asi KPI…""? chyba, mely by mit KPI s poctem nasranych zakazniku :) #dataconf14",2,1,edison23net,22/11/2014,10
"@VojtaRocek na #DataConf14 : ""GoodData je nejvetsi BI mailovej server na svete"" :D",1,0,chipiik,22/11/2014,10
RT @vojtano_k: Cekam kdo na #dataconf14 jako prvni vykopne diskuzi o korelaci vs kauzalite :),0,1,Martix_cz,22/11/2014,10
"RT @durnovaeva: Víte, k čemu jste u registrace na #dataconf14 dostali ty modré hlasovací lístky? Ne? Tak teď už to víte :) http://t.co/48Lk…",0,4,PavelLasak,22/11/2014,10
"RT @durnovaeva: Víte, k čemu jste u registrace na #dataconf14 dostali ty modré hlasovací lístky? Ne? Tak teď už to víte :) http://t.co/48Lk…",0,4,dataconfcz,22/11/2014,10
"RT @durnovaeva: Víte, k čemu jste u registrace na #dataconf14 dostali ty modré hlasovací lístky? Ne? Tak teď už to víte :) http://t.co/48Lk…",0,4,edison23net,22/11/2014,10
"RT @jakubmracek: ""@edison23net: nejdriv postavit datovou analytiku, pak az firmu."" Příkladem je @damejidlo, které nejdřív mělo nastavené me…",0,4,vitvolsicka,22/11/2014,10
Cekam kdo na #dataconf14 jako prvni vykopne diskuzi o korelaci vs kauzalite :),6,1,vojtano_k,22/11/2014,10
"základ pro datového analytika je nic neumět, věci ze školy taky potřeba nejsou. To vypadá na práci pro mě. #DataConf14",4,0,d_pazderka,22/11/2014,10
"RT @jakubmracek: .@vojtarocek: Pokud říkáte, že máte #bigdata, pravděpodobně je nezvládáte. #DataConf14",0,5,vitvolsicka,22/11/2014,10
"""Když hledáte pravdu, potřebujete hromadu informací a dobře je analyzovat"" :) #DataConf14",2,1,vitvolsicka,22/11/2014,10
"Jak @VojtaRocek tak @MichalBuzek rikaji, ze nic neumi. Ale neumi to ocividne moc dobre #dataconf14",3,1,vojtano_k,22/11/2014,10
"Víte, k čemu jste u registrace na #dataconf14 dostali ty modré hlasovací lístky? Ne? Tak teď už to víte :) http://t.co/48Lkn2bTIv",4,4,durnovaeva,22/11/2014,10
Prečo robí @VojtaRocek dátovú analytiku? Má rád pravdu. A pravda je v dátach :) #DataConf14,2,1,davidtvrdon,22/11/2014,10
"RT @gooddata_dev: GoodDay, GoodCafe and for sure some GoodData here in Brno at #dataconf14 ! #datalove @MichalBuzek #seznamcz http://t.co/k…",0,3,RadimHampel,22/11/2014,10
datova analytika slouzi k destilaci pravdy  #dataconf14,1,0,edison23net,22/11/2014,10
"""@edison23net: nejdriv postavit datovou analytiku, pak az firmu."" Příkladem je @damejidlo, které nejdřív mělo nastavené metriky. #dataconf14",5,4,jakubmracek,22/11/2014,10
#dataconf14 Neustále se ptát: Proč? @VojtaRocek naprosto souhlasím.,2,0,PavelLasak,22/11/2014,10
"RT @jakubmracek: .@vojtarocek: Pokud říkáte, že máte #bigdata, pravděpodobně je nezvládáte. #DataConf14",0,5,CLEVERLYTICS,22/11/2014,10
RT @dataconfcz: Ještě se nějaké to volné místečko najde. Případně na schodech je stále místa dost :))  #DataConf14,0,1,endlife_cs,22/11/2014,10
"nejdriv postavit datovou analytiku, pak az firmu. #dataconf14",0,0,edison23net,22/11/2014,10
"Každá firma bude potřebovat člověka, který se jí bude starat o data. @VojtaRocek @ #DataConf14",2,2,jakubmracek,22/11/2014,10
".@vojtarocek: Pokud říkáte, že máte #bigdata, pravděpodobně je nezvládáte. #DataConf14",2,5,jakubmracek,22/11/2014,10
"Big Data jsou data, která (dnes) nezvládáte (svou) technologií zpracovat. @VojtaRocek na #DataConf14",3,1,jankadlec_cz,22/11/2014,10
"#dataconf14 BigData až přestanete zvládat zapracovavat data, prostředky, které mate.",1,1,PavelLasak,22/11/2014,10
"""Big data = data, ktera uz nezvladate zpracovavat."" #DataConf14 http://t.co/DXk63k8LD1",3,3,PetrTwo,22/11/2014,10
"RT @edison23net: ""lidi, co rikaj, ze maj #bigdata , svoje data nezvladaj."" #dataconf14",0,3,accusoftinfoway,22/11/2014,10
"“Keby to fungovalo na celkom svete ako na PayPale, každému stačí e-mailová adresa,” hovorí @VojtaRocek, banky to komplikujú. #DataConf14",2,1,davidtvrdon,22/11/2014,10
"""lidi, co rikaj, ze maj #bigdata , svoje data nezvladaj."" #dataconf14",1,3,edison23net,22/11/2014,10
@XimaraQuerida Program update pro #DataConf14 http://t.co/cSKjeqTeQx,2,0,Martix_cz,22/11/2014,10
"Už jsem byl 2x požádán o nastaveni sítě eduroam, tady je návod http://t.co/9fNbGLku8A #dataconf14",2,0,CoffeeWithMILF,22/11/2014,10
"""Slunce po 14 ti dnech zvýšilo prodeje sušenek 6x více, než internetová kampaň"" #DataConf14",3,0,vitvolsicka,22/11/2014,10
Přijďte na #dataconf14 ! Pomalu se rozjizdime  a bude to skvělé! Viz program ;) http://t.co/aaU4XRex3b,2,0,durnovaeva,22/11/2014,10
Ještě se nějaké to volné místečko najde. Případně na schodech je stále místa dost :))  #DataConf14,0,1,dataconfcz,22/11/2014,10
"@XimaraQuerida Program na #DataConf14 (viz foto), je ve slozce spolecne s mapkou, kde je afterparty. ;-) http://t.co/rUiFaEIUO5",3,0,Martix_cz,22/11/2014,10
"""Ty mas tak hezky oci, takovy jak ten vas pes :)"" @h_onza k @MichalBuzek na #DataConf14",8,0,VojtaRocek,22/11/2014,9
RT @korinektomas: .@seznam_cz připravuje spolupráci s #TopGis. Na základě obrazové analýzy pak dokážou např. detekovat výmoly na silnicích.…,0,3,vitvolsicka,22/11/2014,9
"""Data mohou vyprávět spoustu příběhu, některé mohou ale být zavádějící"" #DataConf14",3,0,vitvolsicka,22/11/2014,9
.@seznam_cz připravuje spolupráci s #TopGis. Na základě obrazové analýzy pak dokážou např. detekovat výmoly na silnicích. #DataConf14,2,3,korinektomas,22/11/2014,9
"Seznam minul v roku 2011 milióny na mobilné aplikácie. Využíva to však 3-5 percent, väčšina chodí aj na mobiloch cez prehliadač. #DataConf14",2,0,davidtvrdon,22/11/2014,9
V materiálech na #dataconf14 bych ocenila i program...,6,0,XimaraQuerida,22/11/2014,9
RT @lubosbednar: První přednáška od @MichalBuzek a hned skvěle konkrétní #seznam #dataconf14,0,2,jirtob,22/11/2014,9
"RT @gooddata_dev: GoodDay, GoodCafe and for sure some GoodData here in Brno at #dataconf14 ! #datalove @MichalBuzek #seznamcz http://t.co/k…",0,3,jirtob,22/11/2014,9
na mapach @seznam_cz budou uvedeny i diry na silnicich :) #dataconf14,1,0,edison23net,22/11/2014,9
"""Jednoduché tabuľky dokážu odkryť dôležité veci."" Seznam monitoruje inzerentov, na základe čoho dokáže s nimi lepšie komunikovať #DataConf14",0,0,davidtvrdon,22/11/2014,9
#dataconf14 Seznam a novy portal s Topgis. Kartografie a letecke mapy.,0,0,PavelLasak,22/11/2014,9
Pohled z backstage #DataConf14 http://t.co/CcTepkeaMW,2,0,HHabermannov,22/11/2014,9
RT @JustXsi: Taková pěkná meziuniverzitní spolupráce… #lajk @muni_cz @VUTvBrne #DataConf14 http://t.co/kIX0wB8vth,0,1,Martix_cz,22/11/2014,9
"GoodDay, GoodCafe and for sure some GoodData here in Brno at #dataconf14 ! #datalove @MichalBuzek #seznamcz http://t.co/kpw1NREkv1",3,3,gooddata_dev,22/11/2014,9
RT @korinektomas: Začíná #DataConf14. V zadní řadě děláme dat(l)ovou analytiku. http://t.co/QTt0w7lOI6,0,1,Martix_cz,22/11/2014,9
První přednáška od @MichalBuzek a hned skvěle konkrétní #seznam #dataconf14,2,2,lubosbednar,22/11/2014,9
Taková pěkná meziuniverzitní spolupráce… #lajk @muni_cz @VUTvBrne #DataConf14 http://t.co/kIX0wB8vth,9,1,JustXsi,22/11/2014,9
RT @kiskffmu: Svět se změnil. Cítím to ve vodě. Cítím to v půdě. Cítím to ve vzduchu. Vidím to v datech. Začíná #dataconf14! http://t.co/eM…,0,6,jirtob,22/11/2014,9
RT @kiskffmu: Svět se změnil. Cítím to ve vodě. Cítím to v půdě. Cítím to ve vzduchu. Vidím to v datech. Začíná #dataconf14! http://t.co/eM…,0,6,M_LETAL,22/11/2014,9
"Toto je veľká pravda: Dáta sú najlepším spôsobom, ako hovoriť príbehy. Hovorí @MichalBuzek zo Seznamu. #DataConf14 http://t.co/hrpnKhCVXm",0,0,davidtvrdon,22/11/2014,9
"#seznamcz si vyviji vlastni ""google analytics""? nice #dataconf14",1,0,edison23net,22/11/2014,9
Data vypráví příběhy. Profíci je umí předat dál. @MichalBuzek na #DataConf14,6,0,jankadlec_cz,22/11/2014,9
"""Existuje spousta firem, které svá data zpracovávají špatně"" #DataConf14",1,1,vitvolsicka,22/11/2014,9
RT @tombouda: Na #dataconf14 se prostě vstává brzo. http://t.co/uGbi2lMsgN,0,1,endlife_cs,22/11/2014,9
Neskutočný timing zatiaľ! Na minútu presne. Klobúk dole. Aj to je asi o dátach :) #DataConf14 http://t.co/TxhtvWHvrC,2,0,davidtvrdon,22/11/2014,9
Začíná #DataConf14. V zadní řadě děláme dat(l)ovou analytiku. http://t.co/QTt0w7lOI6,8,1,korinektomas,22/11/2014,9
Human augmentation project at #dataconf14 #cyborg http://t.co/ZoNoYcsbwJ,8,0,endlife,22/11/2014,9
RT @kiskffmu: Svět se změnil. Cítím to ve vodě. Cítím to v půdě. Cítím to ve vzduchu. Vidím to v datech. Začíná #dataconf14! http://t.co/eM…,0,6,michaelstencl,22/11/2014,9
Prvni ciste data konference DataConf2014 zacina. Tak pojdte do me! #DataConf14 http://t.co/XMSVKn5HZS,1,0,I2usty,22/11/2014,9
"""#DataConf14 pořádáme, abychom studentům pomohli rozhodnout se správně. Pro data."" #souhlas",6,0,jankadlec_cz,22/11/2014,9
Bude min. 100 Twetu na DataConf2014 s #DataConf14 ?,0,0,PavelLasak,22/11/2014,9
Dneska partnerujem. #dataconf14 http://t.co/2tmwGyvhYE,1,0,MotionhouseCZ,22/11/2014,9
RT @kiskffmu: Svět se změnil. Cítím to ve vodě. Cítím to v půdě. Cítím to ve vzduchu. Vidím to v datech. Začíná #dataconf14! http://t.co/eM…,0,6,endlife_cs,22/11/2014,9
CoffeeConf? :) #DataConf14 http://t.co/yWERLy9605,1,0,PetrTwo,22/11/2014,9
Zaciname! #dataconf14 (@ FIT VUT v Brně in Brno) http://t.co/vR6QvduXPY,1,0,vojtano_k,22/11/2014,9
RT @kiskffmu: Svět se změnil. Cítím to ve vodě. Cítím to v půdě. Cítím to ve vzduchu. Vidím to v datech. Začíná #dataconf14! http://t.co/eM…,0,6,Martix_cz,22/11/2014,9
Svět se změnil. Cítím to ve vodě. Cítím to v půdě. Cítím to ve vzduchu. Vidím to v datech. Začíná #dataconf14! http://t.co/eMKmpEX94W,12,6,kiskffmu,22/11/2014,9
Tak uz zaciname! Par mist v hlavnim sale je jeste volnych ;) #DataConf14,1,0,dataconfcz,22/11/2014,9
#DataConf14 Stánek jak využít Power Query a Power Pivot pro efektivní reporty v Excel...,0,0,PavelLasak,22/11/2014,9
"materialy na #dataconf14 jsou pro me jako plinaka vyzivne, papir od Inteligent Technologies zjevne sazel nekdo dneska v noci",0,0,edison23net,22/11/2014,9
"Tak jedem, ne? :D #DataConf14 http://t.co/7kyysbhrIO",0,0,PetrTwo,22/11/2014,9
"Keby niekto nevidel na rozpise tie malé písmenká, tu je heslo na wifi. #DataConf14 #wifi http://t.co/2SHLCwVuOh",3,0,davidtvrdon,22/11/2014,9
#dataconf14 muže začít! http://t.co/HDy2x0ZTWW,0,0,RadimHampel,22/11/2014,8
Abyste meli program hned po ruce... #DataConf14 http://t.co/F1h3MofFUO,4,0,dataconfcz,22/11/2014,8
Uz vas tu je pres 100! Poukazy na drink jsme vsechny rozdali :) #DataConf14,0,0,dataconfcz,22/11/2014,8
Tradicni konferencni dotaz: mate nekdo navic vga redukci? Mame trochu polamanou.  #dataconf14,2,0,endlife_cs,22/11/2014,8
Tie šípky boli fakt veľmi veľmi dobrý nápad! Díky #DataConf14 http://t.co/erkVEgDONS,3,0,davidtvrdon,22/11/2014,8
Na #dataconf14 se prostě vstává brzo. http://t.co/uGbi2lMsgN,7,1,tombouda,22/11/2014,8
"Cestuji na #DataConf14, abych uzavřel svou #opendatacz kariéru přednáškou, k čemu otevřená data vlastně jsou. S kým se potkám?",4,0,jakubmracek,22/11/2014,4
RT @RadimHampel: Facebook analytika? Už zítra. #dataconf14 #goodcafe #gooddata @intecs_cz,0,1,PetrScudla,22/11/2014,0
RT @dataconfcz: !Zítra na #DataConf14 14:00-14:25 @adamheroutcz za @angelcamcom o datech z bezpečnostních kamer... a děkujeme za spolupráci…,0,2,adamheroutcz,21/11/2014,23
RT @kiskffmu: Jak se těšíte na zítřejší #DataConf14? Na fotce vidíte 0 předmětů na koberci v kanclu: vše je už na místě! #data http://t.co/…,0,1,dataconfcz,21/11/2014,21
RT @dataconfcz: !Zítra na #DataConf14 14:00-14:25 @adamheroutcz za @angelcamcom o datech z bezpečnostních kamer... a děkujeme za spolupráci…,0,2,angelcamcom,21/11/2014,21
"RT @kiskffmu: Na #DataConf14 se chystá i tým připravující české vydání Think Stats, které dnes odešlo do tisku. Máme i živý náhled! http://…",0,1,endlife_cs,21/11/2014,19
"Na #DataConf14 se chystá i tým připravující české vydání Think Stats, které dnes odešlo do tisku. Máme i živý náhled! http://t.co/8j4LLVnSy1",5,1,kiskffmu,21/11/2014,19
Jak se těšíte na zítřejší #DataConf14? Na fotce vidíte 0 předmětů na koberci v kanclu: vše je už na místě! #data http://t.co/qD1r7UxSvC,4,1,kiskffmu,21/11/2014,19
Don't miss our founder @michalillich at #DataConf14 tomorrow and his talk on Deep Learning! http://t.co/XQpR0XPyST,1,0,testomatocom,21/11/2014,18
"RT @Intec_CZ: #DataConf14 Nastartujte kariéru v nejrychleji rostoucím odvětví, zkuste Big Data v cloudu s @Intec_CZ! http://t.co/JN0nPttKwb",0,3,polasekm,21/11/2014,18
"RT @Intec_CZ: #DataConf14 Nastartujte kariéru v nejrychleji rostoucím odvětví, zkuste Big Data v cloudu s @Intec_CZ! http://t.co/JN0nPttKwb",0,3,lubosbednar,21/11/2014,18
!Zítra na #DataConf14 14:00-14:25 @adamheroutcz za @angelcamcom o datech z bezpečnostních kamer... a děkujeme za spolupráci s @FIT_VUT :),2,2,dataconfcz,21/11/2014,17
"#DataConf14 Nastartujte kariéru v nejrychleji rostoucím odvětví, zkuste Big Data v cloudu s @Intec_CZ! http://t.co/JN0nPttKwb",0,3,Intec_CZ,21/11/2014,17
Facebook analytika? Už zítra. #dataconf14 #goodcafe #gooddata @intecs_cz,2,1,RadimHampel,21/11/2014,12
Zítra #DataConf14 ... S kým se potkám?,3,0,ImThePudge,21/11/2014,11
"Všechny důležité informace jsme registrovaným v noci poslali na mejl, snad to neskončilo ve spamu :))  #DataConf14",0,0,dataconfcz,21/11/2014,11
Konferencia roka sa pre mňa koná zajtra. Teším sa. #DataConf14 http://t.co/hj6FRUKDG8,2,0,davidtvrdon,21/11/2014,8
Jdeme do finále! S kým se potkám na #DataConf14 ? http://t.co/F7i1q7lEh4,3,0,HHabermannov,20/11/2014,23
"RT @jirtob: #DataConf14 už pozítří! Jsem zvědav co posluchači na #GoodCafe a ""BI co dava smysl"". Těším se! #gooddata @michaelstencl",0,2,lubosbednar,20/11/2014,18
"RT @jirtob: #DataConf14 už pozítří! Jsem zvědav co posluchači na #GoodCafe a ""BI co dava smysl"". Těším se! #gooddata @michaelstencl",0,2,michaelstencl,20/11/2014,17
RT @dataconfcz: Thx @gooddata za kafe i za spíkra 16:00-16:55 @michaelstencl prý bude mluvit o Business Intelligence :) http://t.co/9OTeokK…,0,7,jirtob,20/11/2014,17
"#DataConf14 už pozítří! Jsem zvědav co posluchači na #GoodCafe a ""BI co dava smysl"". Těším se! #gooddata @michaelstencl",5,2,jirtob,20/11/2014,17
Již pozítří na #DataConf14 17:00-17:35 @michalillich z @wikidicz a jeho přednáška na téma Deep Learning! Viz http://t.co/9OTeokKHx5,1,0,dataconfcz,20/11/2014,9
S kým se v sobotu potkám na #DataConf14?,1,0,vitvolsicka,19/11/2014,18
RT @dataconfcz: Thx @gooddata za kafe i za spíkra 16:00-16:55 @michaelstencl prý bude mluvit o Business Intelligence :) http://t.co/9OTeokK…,0,7,HHabermannov,19/11/2014,14
RT @dataconfcz: Thx @gooddata za kafe i za spíkra 16:00-16:55 @michaelstencl prý bude mluvit o Business Intelligence :) http://t.co/9OTeokK…,0,7,RadimHampel,19/11/2014,0
RT @dataconfcz: Thx @gooddata za kafe i za spíkra 16:00-16:55 @michaelstencl prý bude mluvit o Business Intelligence :) http://t.co/9OTeokK…,0,7,adamheroutcz,18/11/2014,21
RT @dataconfcz: Thx @gooddata za kafe i za spíkra 16:00-16:55 @michaelstencl prý bude mluvit o Business Intelligence :) http://t.co/9OTeokK…,0,7,jijik,18/11/2014,20
RT @dataconfcz: Thx @gooddata za kafe i za spíkra 16:00-16:55 @michaelstencl prý bude mluvit o Business Intelligence :) http://t.co/9OTeokK…,0,7,michaelstencl,18/11/2014,20
RT @dataconfcz: Thx @gooddata za kafe i za spíkra 16:00-16:55 @michaelstencl prý bude mluvit o Business Intelligence :) http://t.co/9OTeokK…,0,7,stenisko,18/11/2014,20
Thx @gooddata za kafe i za spíkra 16:00-16:55 @michaelstencl prý bude mluvit o Business Intelligence :) http://t.co/9OTeokKHx5 #DataConf14,4,7,dataconfcz,18/11/2014,18
"Už jen 6 dní! #DataConf14 15:00-15:25 @IgorSzoke z @FIT_VUT prozradí, jak extrahovat info z řeči :) Viz profil: http://t.co/9OTeokKHx5",0,0,dataconfcz,16/11/2014,18
RT @dataconfcz: Jediná žena mezi přednášejícími #DataConf14 12:00-12:25 Veronika Bulková - Jak na data 5000 pacientů v kardiologii? http://…,0,1,MichalBuzek,15/11/2014,10
RT @dataconfcz: Personální změna #DataConf14 10:00-10:25 bude o praxi mluvit @VojtaRocek z Rockaway ;) http://t.co/9OTeokKHx5,0,2,VojtaRocek,14/11/2014,14
